"Date Printed: Sunday, April 16, 2023 10:46:30 PM"
Title: "AIDS classifications | AIDS deaths | AIDS prevalence | HIV deaths | HIV diagnoses | HIV prevalence | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | 2019 | 2020 (COVID-19 Pandemic) | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Both sexes | Ages 13 years and older | All transmission categories"
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
Death data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Death data based on residence at death. See Technical Notes for death reporting by jurisdiction.
Prevalence data for the year 2020 are preliminary and based on death data received by CDC as of December 2021. Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address. See Technical Notes for death reporting by jurisdiction.
^ Jurisdiction with incomplete reporting of deaths for most recent year.
The 'Sex' column is used for either sex at birth or gender identity.
NA - Not applicable.



指标 ,年 ,地理 ,案例 ,每 100000 人的比率 
"HIV prevalence","2010","Kentucky","21","5,245","145.2"
"HIV prevalence","2011","Kentucky","21","5,461","150.3"
"HIV prevalence","2012","Kentucky","21","5,684","155.6"
"HIV prevalence","2013","Kentucky","21","6,173","167.9"
"HIV prevalence","2014","Kentucky","21","6,374","172.8"
"HIV prevalence","2015","Kentucky","21","6,517","176.0"
"HIV prevalence","2016","Kentucky","21","6,761","182.1"
"HIV prevalence","2017","Kentucky","21","7,015","188.0"
"HIV prevalence","2018","Kentucky","21","7,285","194.8"
"HIV prevalence","2019","Kentucky","21","7,587","202.2"
"HIV prevalence","2020 (COVID-19 Pandemic)","Kentucky","21","7,911","210.3"
"AIDS classifications","2008","Louisiana","22","831","22.8"
"AIDS classifications","2009","Louisiana","22","780","21.2"
"AIDS classifications","2010","Louisiana","22","796","21.3"
"AIDS classifications","2011","Louisiana","22","777","20.6"
"AIDS classifications","2012","Louisiana","22","766","20.2"
"AIDS classifications","2013","Louisiana","22","694","18.2"
"AIDS classifications","2014","Louisiana","22","583","15.2"
"AIDS classifications","2015","Louisiana","22","499","12.9"
"AIDS classifications","2016","Louisiana","22","557","14.4"
"AIDS classifications","2017","Louisiana","22","493","12.7"
"AIDS classifications","2018","Louisiana","22","418","10.8"
"AIDS classifications","2019","Louisiana","22","431","11.1"
"AIDS classifications","2020 (COVID-19 Pandemic)","Louisiana","22","374","9.7"
"AIDS deaths","2008","Louisiana","22","402","11.0"
"AIDS deaths","2009","Louisiana","22","454","12.3"
"AIDS deaths","2010","Louisiana","22","365","9.8"
"AIDS deaths","2011","Louisiana","22","401","10.6"
"AIDS deaths","2012","Louisiana","22","392","10.3"
"AIDS deaths","2013","Louisiana","22","356","9.3"
"AIDS deaths","2014","Louisiana","22","341","8.9"
"AIDS deaths","2015","Louisiana","22","347","9.0"
"AIDS deaths","2016","Louisiana","22","331","8.5"
"AIDS deaths","2017","Louisiana","22","313","8.1"
"AIDS deaths","2018","Louisiana","22","331","8.6"
"AIDS deaths","2019","Louisiana","22","297","7.7"
"AIDS deaths","2020 (COVID-19 Pandemic)","Louisiana","22","335","8.7"
"AIDS prevalence","2008","Louisiana","22","8,060","220.9"
"AIDS prevalence","2009","Louisiana","22","8,409","228.4"
"AIDS prevalence","2010","Louisiana","22","8,428","225.5"
"AIDS prevalence","2011","Louisiana","22","8,871","235.5"
"AIDS prevalence","2012","Louisiana","22","9,117","240.3"
"AIDS prevalence","2013","Louisiana","22","9,534","249.5"
"AIDS prevalence","2014","Louisiana","22","9,870","257.0"
"AIDS prevalence","2015","Louisiana","22","10,040","260.1"
"AIDS prevalence","2016","Louisiana","22","10,265","265.0"
"AIDS prevalence","2017","Louisiana","22","10,413","269.1"
"AIDS prevalence","2018","Louisiana","22","10,514","271.9"
"AIDS prevalence","2019","Louisiana","22","10,655","275.5"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Louisiana","22","10,653","275.6"
"HIV deaths","2008","Louisiana","22","482","13.2"
"HIV deaths","2009","Louisiana","22","537","14.6"
"HIV deaths","2010","Louisiana","22","453","12.1"
"HIV deaths","2011","Louisiana","22","467","12.4"
"HIV deaths","2012","Louisiana","22","466","12.3"
"HIV deaths","2013","Louisiana","22","417","10.9"
"HIV deaths","2014","Louisiana","22","422","11.0"
"HIV deaths","2015","Louisiana","22","420","10.9"
"HIV deaths","2016","Louisiana","22","417","10.8"
"HIV deaths","2017","Louisiana","22","411","10.6"
"HIV deaths","2018","Louisiana","22","429","11.1"
"HIV deaths","2019","Louisiana","22","379","9.8"
"HIV deaths","2020 (COVID-19 Pandemic)","Louisiana","22","457","11.8"
"HIV diagnoses","2008","Louisiana","22","1,062","29.1"
"HIV diagnoses","2009","Louisiana","22","1,173","31.9"
"HIV diagnoses","2010","Louisiana","22","1,106","29.6"
"HIV diagnoses","2011","Louisiana","22","1,186","31.5"
"HIV diagnoses","2012","Louisiana","22","1,018","26.8"
"HIV diagnoses","2013","Louisiana","22","1,119","29.3"
"HIV diagnoses","2014","Louisiana","22","1,191","31.0"
"HIV diagnoses","2015","Louisiana","22","1,090","28.2"
"HIV diagnoses","2016","Louisiana","22","1,106","28.6"
"HIV diagnoses","2017","Louisiana","22","989","25.6"
"HIV diagnoses","2018","Louisiana","22","957","24.7"
"HIV diagnoses","2019","Louisiana","22","880","22.7"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Louisiana","22","722","18.7"
"HIV prevalence","2008","Louisiana","22","15,262","418.3"
"HIV prevalence","2009","Louisiana","22","15,927","432.7"
"HIV prevalence","2010","Louisiana","22","15,543","415.9"
"HIV prevalence","2011","Louisiana","22","16,361","434.3"
"HIV prevalence","2012","Louisiana","22","16,614","437.9"
"HIV prevalence","2013","Louisiana","22","17,427","456.1"
"HIV prevalence","2014","Louisiana","22","18,364","478.1"
"HIV prevalence","2015","Louisiana","22","19,055","493.7"
"HIV prevalence","2016","Louisiana","22","19,757","510.1"
"HIV prevalence","2017","Louisiana","22","20,213","522.3"
"HIV prevalence","2018","Louisiana","22","20,705","535.4"
"HIV prevalence","2019","Louisiana","22","21,179","547.5"
"HIV prevalence","2020 (COVID-19 Pandemic)","Louisiana","22","21,380","553.0"
"AIDS classifications","2008","Maine","23","43","3.8"
"AIDS classifications","2009","Maine","23","35","3.1"
"AIDS classifications","2010","Maine","23","27","2.4"
"AIDS classifications","2011","Maine","23","23","2.0"
"AIDS classifications","2012","Maine","23","30","2.6"
"AIDS classifications","2013","Maine","23","27","2.4"
"AIDS classifications","2014","Maine","23","19","1.7"
"AIDS classifications","2015","Maine","23","22","1.9"
"AIDS classifications","2016","Maine","23","16","1.4"
"AIDS classifications","2017","Maine","23","24","2.1"
"AIDS classifications","2018","Maine","23","23","2.0"
"AIDS classifications","2019","Maine","23","21","1.8"
"AIDS classifications","2020 (COVID-19 Pandemic)","Maine","23","16","1.4"
"AIDS deaths","2008","Maine","23","22","1.9"
"AIDS deaths","2009","Maine","23","18","1.6"
"AIDS deaths","2010","Maine","23","18","1.6"
"AIDS deaths","2011","Maine","23","14","1.2"
"AIDS deaths","2012","Maine","23","17","1.5"
"AIDS deaths","2013","Maine","23","25","2.2"
"AIDS deaths","2014","Maine","23","15","1.3"
"AIDS deaths","2015","Maine","23","15","1.3"
"AIDS deaths","2016","Maine","23","16","1.4"
"AIDS deaths","2017","Maine","23","24","2.1"
"AIDS deaths","2018","Maine","23","16","1.4"
"AIDS deaths","2019","Maine","23","32","2.7"
"AIDS deaths","2020 (COVID-19 Pandemic)","Maine","23","19","1.6"
"AIDS prevalence","2008","Maine","23","544","48.1"
"AIDS prevalence","2009","Maine","23","567","50.2"
"AIDS prevalence","2010","Maine","23","690","60.6"
"AIDS prevalence","2011","Maine","23","691","60.6"
"AIDS prevalence","2012","Maine","23","698","61.1"
"AIDS prevalence","2013","Maine","23","718","62.7"
"AIDS prevalence","2014","Maine","23","736","64.0"
"AIDS prevalence","2015","Maine","23","739","64.3"
"AIDS prevalence","2016","Maine","23","770","66.7"
"AIDS prevalence","2017","Maine","23","788","68.0"
"AIDS prevalence","2018","Maine","23","811","69.6"
"AIDS prevalence","2019","Maine","23","814","69.5"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Maine","23","824","70.0"
"HIV deaths","2008","Maine","23","26","2.3"
"HIV deaths","2009","Maine","23","24","2.1"
"HIV deaths","2010","Maine","23","21","1.8"
"HIV deaths","2011","Maine","23","23","2.0"
"HIV deaths","2012","Maine","23","19","1.7"
"HIV deaths","2013","Maine","23","30","2.6"
"HIV deaths","2014","Maine","23","19","1.7"
"HIV deaths","2015","Maine","23","19","1.7"
"HIV deaths","2016","Maine","23","23","2.0"
"HIV deaths","2017","Maine","23","34","2.9"
"HIV deaths","2018","Maine","23","20","1.7"
"HIV deaths","2019","Maine","23","41","3.5"
"HIV deaths","2020 (COVID-19 Pandemic)","Maine","23","26","2.2"
"HIV diagnoses","2008","Maine","23","45","4.0"
"HIV diagnoses","2009","Maine","23","56","5.0"
"HIV diagnoses","2010","Maine","23","55","4.8"
"HIV diagnoses","2011","Maine","23","49","4.3"
"HIV diagnoses","2012","Maine","23","49","4.3"
"HIV diagnoses","2013","Maine","23","35","3.1"
"HIV diagnoses","2014","Maine","23","60","5.2"
"HIV diagnoses","2015","Maine","23","47","4.1"
"HIV diagnoses","2016","Maine","23","53","4.6"
"HIV diagnoses","2017","Maine","23","29","2.5"
"HIV diagnoses","2018","Maine","23","31","2.7"
"HIV diagnoses","2019","Maine","23","30","2.6"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Maine","23","16","1.4"
"HIV prevalence","2008","Maine","23","970","85.9"
"HIV prevalence","2009","Maine","23","1,009","89.3"
"HIV prevalence","2010","Maine","23","1,247","109.6"
"HIV prevalence","2011","Maine","23","1,258","110.2"
"HIV prevalence","2012","Maine","23","1,277","111.7"
"HIV prevalence","2013","Maine","23","1,314","114.7"
"HIV prevalence","2014","Maine","23","1,390","120.8"
"HIV prevalence","2015","Maine","23","1,415","123.0"
"HIV prevalence","2016","Maine","23","1,514","131.2"
"HIV prevalence","2017","Maine","23","1,561","134.7"
"HIV prevalence","2018","Maine","23","1,611","138.3"
"HIV prevalence","2019","Maine","23","1,651","141.0"
"HIV prevalence","2020 (COVID-19 Pandemic)","Maine","23","1,661","141.1"
"AIDS classifications","2008","Maryland","24","1,042","22.2"
"AIDS classifications","2009","Maryland","24","912","19.3"
"AIDS classifications","2010","Maryland","24","1,001","20.7"
"AIDS classifications","2011","Maryland","24","816","16.7"
"AIDS classifications","2012","Maryland","24","875","17.8"
"AIDS classifications","2013","Maryland","24","859","17.3"
"AIDS classifications","2014","Maryland","24","632","12.7"
"AIDS classifications","2015","Maryland","24","621","12.4"
"AIDS classifications","2016","Maryland","24","586","11.6"
"AIDS classifications","2017","Maryland","24","583","11.5"
"AIDS classifications","2018","Maryland","24","505","9.9"
"AIDS classifications","2019","Maryland","24","481","9.4"
"AIDS classifications","2020 (COVID-19 Pandemic)","Maryland","24","396","7.8"
"AIDS deaths","2008","Maryland","24","610","13.0"
"AIDS deaths","2009","Maryland","24","560","11.8"
"AIDS deaths","2010","Maryland","24","507","10.5"
"AIDS deaths","2011","Maryland","24","483","9.9"
"AIDS deaths","2012","Maryland","24","501","10.2"
"AIDS deaths","2013","Maryland","24","494","10.0"
"AIDS deaths","2014","Maryland","24","481","9.6"
"AIDS deaths","2015","Maryland","24","454","9.0"
"AIDS deaths","2016","Maryland","24","515","10.2"
"AIDS deaths","2017","Maryland","24","474","9.4"
"AIDS deaths","2018","Maryland","24","499","9.8"
"AIDS deaths","2019","Maryland","24","455","8.9"
"AIDS deaths","2020 (COVID-19 Pandemic)","Maryland","24","489","9.6"
"AIDS prevalence","2008","Maryland","24","14,647","311.8"
"AIDS prevalence","2009","Maryland","24","14,980","316.5"
"AIDS prevalence","2010","Maryland","24","15,607","323.1"
"AIDS prevalence","2011","Maryland","24","16,018","328.3"
"AIDS prevalence","2012","Maryland","24","16,314","331.2"
"AIDS prevalence","2013","Maryland","24","16,525","332.9"
"AIDS prevalence","2014","Maryland","24","17,008","340.4"
"AIDS prevalence","2015","Maryland","24","17,777","353.9"
"AIDS prevalence","2016","Maryland","24","17,233","341.9"
"AIDS prevalence","2017","Maryland","24","17,383","343.4"
"AIDS prevalence","2018","Maryland","24","17,419","343.0"
"AIDS prevalence","2019","Maryland","24","17,382","341.3"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Maryland","24","17,268","338.6"
"HIV deaths","2008","Maryland","24","742","15.8"
"HIV deaths","2009","Maryland","24","678","14.3"
"HIV deaths","2010","Maryland","24","608","12.6"
"HIV deaths","2011","Maryland","24","579","11.9"
"HIV deaths","2012","Maryland","24","629","12.8"
"HIV deaths","2013","Maryland","24","610","12.3"
"HIV deaths","2014","Maryland","24","590","11.8"
"HIV deaths","2015","Maryland","24","543","10.8"
"HIV deaths","2016","Maryland","24","649","12.9"
"HIV deaths","2017","Maryland","24","601","11.9"
"HIV deaths","2018","Maryland","24","632","12.4"
"HIV deaths","2019","Maryland","24","608","11.9"
"HIV deaths","2020 (COVID-19 Pandemic)","Maryland","24","642","12.6"
"HIV diagnoses","2008","Maryland","24","1,999","42.6"
"HIV diagnoses","2009","Maryland","24","1,669","35.3"
"HIV diagnoses","2010","Maryland","24","1,722","35.7"
"HIV diagnoses","2011","Maryland","24","1,409","28.9"
"HIV diagnoses","2012","Maryland","24","1,307","26.5"
"HIV diagnoses","2013","Maryland","24","1,291","26.0"
"HIV diagnoses","2014","Maryland","24","1,231","24.6"
"HIV diagnoses","2015","Maryland","24","1,171","23.3"
"HIV diagnoses","2016","Maryland","24","1,093","21.7"
"HIV diagnoses","2017","Maryland","24","1,020","20.1"
"HIV diagnoses","2018","Maryland","24","990","19.5"
"HIV diagnoses","2019","Maryland","24","915","18.0"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Maryland","24","706","13.8"
"HIV prevalence","2008","Maryland","24","25,094","534.3"
"HIV prevalence","2009","Maryland","24","26,062","550.6"
"HIV prevalence","2010","Maryland","24","27,616","571.7"
"HIV prevalence","2011","Maryland","24","28,599","586.2"
"HIV prevalence","2012","Maryland","24","29,171","592.2"
"HIV prevalence","2013","Maryland","24","29,625","596.8"
"HIV prevalence","2014","Maryland","24","30,836","617.2"
"HIV prevalence","2015","Maryland","24","32,486","646.8"
"HIV prevalence","2016","Maryland","24","32,094","636.8"
"HIV prevalence","2017","Maryland","24","32,612","644.2"
"HIV prevalence","2018","Maryland","24","33,124","652.3"
"HIV prevalence","2019","Maryland","24","33,311","654.1"
"HIV prevalence","2020 (COVID-19 Pandemic)","Maryland","24","33,425","655.4"
"AIDS classifications","2008","Massachusetts","25","482","8.7"
"AIDS classifications","2009","Massachusetts","25","482","8.6"
"AIDS classifications","2010","Massachusetts","25","430","7.7"
"AIDS classifications","2011","Massachusetts","25","414","7.4"
"AIDS classifications","2012","Massachusetts","25","438","7.7"
"AIDS classifications","2013","Massachusetts","25","373","6.5"
"AIDS classifications","2014","Massachusetts","25","307","5.3"
"AIDS classifications","2015","Massachusetts","25","273","4.7"
"AIDS classifications","2016","Massachusetts","25","271","4.6"
"AIDS classifications","2017","Massachusetts","25","271","4.6"
"AIDS classifications","2018","Massachusetts","25","283","4.8"
"AIDS classifications","2019","Massachusetts","25","245","4.1"
"AIDS classifications","2020 (COVID-19 Pandemic)","Massachusetts","25","191","3.2"
"AIDS deaths","2008","Massachusetts","25","235","4.2"
"AIDS deaths","2009","Massachusetts","25","243","4.4"
"AIDS deaths","2010","Massachusetts","25","226","4.1"
"AIDS deaths","2011","Massachusetts","25","220","3.9"
"AIDS deaths","2012","Massachusetts","25","222","3.9"
"AIDS deaths","2013","Massachusetts","25","220","3.8"
"AIDS deaths","2014","Massachusetts","25","210","3.6"
"AIDS deaths","2015","Massachusetts","25","227","3.9"
"AIDS deaths","2016","Massachusetts","25","218","3.7"
"AIDS deaths","2017","Massachusetts","25","232","3.9"
"AIDS deaths","2018","Massachusetts","25","231","3.9"
"AIDS deaths","2019","Massachusetts","25","224","3.8"
"AIDS deaths","2020 (COVID-19 Pandemic)","Massachusetts","25","234","3.9"
"AIDS prevalence","2008","Massachusetts","25","9,813","177.4"
"AIDS prevalence","2009","Massachusetts","25","10,053","180.1"
"AIDS prevalence","2010","Massachusetts","25","10,195","182.9"
"AIDS prevalence","2011","Massachusetts","25","10,518","187.0"
"AIDS prevalence","2012","Massachusetts","25","10,928","192.5"
"AIDS prevalence","2013","Massachusetts","25","11,074","193.2"
"AIDS prevalence","2014","Massachusetts","25","11,140","192.5"
"AIDS prevalence","2015","Massachusetts","25","11,186","192.1"
"AIDS prevalence","2016","Massachusetts","25","11,177","190.8"
"AIDS prevalence","2017","Massachusetts","25","11,200","189.9"
"AIDS prevalence","2018","Massachusetts","25","11,166","188.5"
"AIDS prevalence","2019","Massachusetts","25","11,187","188.3"
"AIDS prevalence","2020 (COVID-19 Pandemic)","Massachusetts","25","11,122","186.9"
"HIV deaths","2008","Massachusetts","25","292","5.3"
"HIV deaths","2009","Massachusetts","25","295","5.3"
"HIV deaths","2010","Massachusetts","25","278","5.0"
"HIV deaths","2011","Massachusetts","25","258","4.6"
"HIV deaths","2012","Massachusetts","25","266","4.7"
"HIV deaths","2013","Massachusetts","25","268","4.7"
"HIV deaths","2014","Massachusetts","25","260","4.5"
"HIV deaths","2015","Massachusetts","25","299","5.1"
"HIV deaths","2016","Massachusetts","25","293","5.0"
"HIV deaths","2017","Massachusetts","25","306","5.2"
"HIV deaths","2018","Massachusetts","25","306","5.2"
"HIV deaths","2019","Massachusetts","25","299","5.0"
"HIV deaths","2020 (COVID-19 Pandemic)","Massachusetts","25","311","5.2"
"HIV diagnoses","2008","Massachusetts","25","741","13.4"
"HIV diagnoses","2009","Massachusetts","25","679","12.2"
"HIV diagnoses","2010","Massachusetts","25","700","12.6"
"HIV diagnoses","2011","Massachusetts","25","672","11.9"
"HIV diagnoses","2012","Massachusetts","25","704","12.4"
"HIV diagnoses","2013","Massachusetts","25","668","11.7"
"HIV diagnoses","2014","Massachusetts","25","649","11.2"
"HIV diagnoses","2015","Massachusetts","25","599","10.3"
"HIV diagnoses","2016","Massachusetts","25","640","10.9"
"HIV diagnoses","2017","Massachusetts","25","602","10.2"
"HIV diagnoses","2018","Massachusetts","25","648","10.9"
"HIV diagnoses","2019","Massachusetts","25","538","9.1"
"HIV diagnoses","2020 (COVID-19 Pandemic)","Massachusetts","25","434","7.3"
"HIV prevalence","2008","Massachusetts","25","16,120","291.4"
"HIV prevalence","2009","Massachusetts","25","16,520","296.0"
"HIV prevalence","2010","Massachusetts","25","16,990","304.8"
"HIV prevalence","2011","Massachusetts","25","17,676","314.3"
"HIV prevalence","2012","Massachusetts","25","18,423","324.5"
"HIV prevalence","2013","Massachusetts","25","18,861","329.1"
"HIV prevalence","2014","Massachusetts","25","19,220","332.2"
"HIV prevalence","2015","Massachusetts","25","19,581","336.3"
"HIV prevalence","2016","Massachusetts","25","19,903","339.7"
"HIV prevalence","2017","Massachusetts","25","20,315","344.4"
"HIV prevalence","2018","Massachusetts","25","20,616","348.0"
"HIV prevalence","2019","Massachusetts","25","20,891","351.6"
"HIV prevalence","2020 (COVID-19 Pandemic)","Massachusetts","25","21,047","353.8"
"AIDS classifications","2008","Michigan","26","549","6.6"
"AIDS classifications","2009","Michigan","26","474","5.7"
"AIDS classifications","2010","Michigan","26","524","6.4"
"AIDS classifications","2011","Michigan","26","468","5.7"
"AIDS classifications","2012","Michigan","26","438","5.3"
"AIDS classifications","2013","Michigan","26","464","5.6"
"AIDS classifications","2014","Michigan","26","356","4.3"
"AIDS classifications","2015","Michigan","26","353","4.2"
"AIDS classifications","2016","Michigan","26","379","4.5"
"AIDS classifications","2017","Michigan","26","329","3.9"
"AIDS classifications","2018","Michigan","26","322","3.8"
"AIDS classifications","2019","Michigan","26","317","3.7"
"AIDS classifications","2020 (COVID-19 Pandemic)","Michigan","26","234","2.8"
"AIDS deaths","2008","Michigan","26","301","3.6"
"AIDS deaths","2009","Michigan","26","240","2.9"
"AIDS deaths","2010","Michigan","26","251","3.0"
"AIDS deaths","2011","Michigan","26","245","3.0"
"AIDS deaths","2012","Michigan","26","274","3.3"
"AIDS deaths","2013","Michigan","26","228","2.7"
"AIDS deaths","2014","Michigan","26","220","2.6"
"AIDS deaths","2015","Michigan","26","243","2.9"
"AIDS deaths","2016","Michigan","26","228","2.7"
"AIDS deaths","2017","Michigan","26","226","2.7"
"AIDS deaths","2018","Michigan","26","242","2.9"
"AIDS deaths","2019","Michigan","26","217","2.6"
"AIDS deaths","2020 (COVID-19 Pandemic)","Michigan","26","260","3.1"
"AIDS prevalence","2008","Michigan","26","6,679","80.1"
"AIDS prevalence","2009","Michigan","26","6,916","83.1"
"AIDS prevalence","2010","Michigan","26","7,177","87.0"
"AIDS prevalence","2011","Michigan","26","7,354","88.9"
